Archive:  /tmp/PRO4X4_Rig_Builder_Alpha26_WF5_QA_Push_19_pre.zip
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/npm-check.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/wf5-acceptance.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/html-dependency-sweep.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/render-resolver.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/wf5-visual-safety.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/wf5-promotion.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/wf5-promotion.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/npm-test.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/npm-test.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/diff-vs-push10.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/wf5-latest.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/npm-check.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/wf5-acceptance.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/wf5-visual-safety.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/render-resolver.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/test-gate.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/static-verification.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/wf5-latest.log   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/wf5-push11/test-gate.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/qa-evidence/test-gate.exit   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_28_WF3_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_32_WF2_RANGER_CATALOGUE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/projects.html   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/MIGRATION.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_49_WF5_QA_GATE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/DEPLOYMENT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_21_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/.github/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/.github/workflows/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/.github/workflows/ci.yml   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/API_CONTRACT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_43_WF5_QA_GATE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/Dockerfile   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_32_WF5_QA_GATE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_34_WF5_QA_GATE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/catalogue-store.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_18_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/mock-api.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_17_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/ROLE_MODEL.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/audit.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/share.html   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/schemas/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/schemas/quote-envelope.schema.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/schemas/audit-event.schema.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/schemas/project.schema.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/schemas/catalogue-accessory.schema.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/schemas/render-asset.schema.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/schemas/seed-bundle.schema.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/y62-canonical-briefs.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/merged-app.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/ranger-source-evidence.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_39_WF5_QA_GATE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/.dockerignore   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/CANONICAL_VISUAL_PIPELINE.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_48_WF5_QA_GATE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/deploy/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/deploy/docker-compose.yml   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/y62-readiness-plan.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/catalogue.html   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/workstreams.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_44_WF5_QA_GATE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_36_WF5_QA_GATE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/readiness.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/quote.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/styles.css   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_12_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/SCHEMA.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/project-store.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/data-y62.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/.env.example   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_15_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/assets/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/assets/y62-slx-front.png   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/assets/rejected/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/assets/rejected/Y62-F34-V1-owner-photo-cutout-preflight-rejected.png   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/assets/y62-canonical-candidates/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/assets/y62-canonical-candidates/Y62-F34-V1-owner-source-v01.jpg   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/assets/y62-canonical-candidates/Y62-F34-V1-transparent-isolation-v02.png   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/assets/y62-canonical-candidates/Y62-F34-V1-transparent-isolation-v02-preview.jpg   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/assets/y62-profile-board.png   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/assets/y62-raslarr-rear.png   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/catalogue.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/y62-alpha22.html   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/staff-login.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/y62-f34-candidate-02-review.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/WF1_RUN_01_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/y62-canonical-candidate-review.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/sales-store.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/runtime/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/runtime/asset-vault/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_27_PARALLEL_PUSH02_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_46_WF5_QA_GATE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/asset-registry-store.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_24_MERGE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/sales.html   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_30_PARALLEL_PUSH04_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/staff-login.html   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/package.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/render-preview.html   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_13_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/projects.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_23_MERGE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_40_WF5_QA_GATE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_33_WF5_QA_GATE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/y62-f34-overlay-review-contract.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/backups/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_35_WF5_QA_GATE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/database.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/auth.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/observability.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/asset-delivery.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/asset-vault.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/security.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/schema.sql   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/server.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/asset-storage.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/migrations/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/migrations/002_auth_sessions.sql   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/migrations/004_asset_vault.sql   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/migrations/005_asset_versions.sql   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/migrations/006_render_telemetry.sql   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/migrations/003_asset_registry.sql   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/auth-gateway.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/server/config.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/README.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/workflow-board-data.js.bak   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/seed/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/seed/bootstrap.seed.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/seed/README.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/seed/render-assets.y62.seed.json   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_14_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/product-visual-contract.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/y62-f34-reconstruction-brief.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PRODUCTION_CHECKLIST.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/asset-registry-store.js.pre_push2   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_32_WF4_REVIEW_EVIDENCE_VISIBILITY_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/render-preview.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/visual-governance.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_41_WF5_QA_GATE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/y62-reference-pack.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/camera-profiles-y62.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/workflow-board-data.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_20_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/persistence.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/docs/   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/docs/HOSTED_ARCHITECTURE.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_31_PARALLEL_PUSH05_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/render-manifest-y62.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/sales.js   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PARALLEL_WORKSTREAMS.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/asset-registry.html   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_25_PARALLEL_WORKSTREAMS_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/admin.html   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/PUSH_38_WF5_QA_GATE_REPORT.md   OK
    testing: pro4x4-rig-builder-alpha26-wf5-push19/y62-canonical-review.html   OK
No errors detected in compressed data of /tmp/PRO4X4_Rig_Builder_Alpha26_WF5_QA_Push_19_pre.zip.
